symbol,date,open,high,low,close,volume
BPCL,2020-05-14,1652.42,1674.2,1651.73,1653.21,1160
BPCL,2020-05-17,1683.68,1701.7,1675.84,1687.25,1714
BPCL,2020-05-18,1666.29,1685.48,1613.33,1673.12,1646
BPCL,2020-05-19,1716.26,1751.0,1692.44,1717.97,2134
BPCL,2020-05-20,1752.2,1786.69,1741.85,1758.06,2335
BPCL,2020-05-21,1775.38,1807.03,1764.61,1769.63,2848
BPCL,2020-05-24,1754.37,1804.13,1744.7,1753.74,1131
BPCL,2020-05-25,1815.86,1849.1,1811.12,1820.43,2600
BPCL,2020-05-26,1786.38,1812.51,1744.23,1778.63,2518
BPCL,2020-05-27,1778.13,1807.01,1773.08,1776.95,2574
BPCL,2020-05-28,1801.39,1829.65,1784.31,1803.84,1508
BPCL,2020-05-31,1775.41,1833.84,1747.3,1779.75,2193
BPCL,2020-06-01,1804.41,1874.93,1769.19,1814.12,1910
BPCL,2020-06-02,1837.7,1874.38,1807.97,1845.38,1876
BPCL,2020-06-03,1847.71,1866.48,1824.17,1845.72,3220
BPCL,2020-06-04,1837.13,1837.4,1835.39,1835.75,3201
BPCL,2020-06-07,1860.82,1878.34,1810.77,1861.75,1091
BPCL,2020-06-08,1871.3,1912.62,1847.14,1879.02,1970
BPCL,2020-06-09,1857.09,1882.97,1849.62,1862.0,1150
BPCL,2020-06-10,1952.56,1959.6,1947.73,1954.52,2682
BPCL,2020-06-11,1957.71,2026.16,1947.95,1952.02,907
BPCL,2020-06-14,1971.68,2009.19,1962.19,1982.04,2518
BPCL,2020-06-15,1997.62,2009.24,1988.33,1994.94,1946
BPCL,2020-06-16,2009.72,2025.09,1969.46,2008.33,1087
BPCL,2020-06-17,1991.79,2027.53,1974.21,1996.11,1288
BPCL,2020-06-18,2011.04,2038.52,1997.16,2007.59,1438
BPCL,2020-06-21,2015.78,2025.44,2008.7,2017.8,1459
BPCL,2020-06-22,2018.24,2037.05,2008.56,2016.72,2762
BPCL,2020-06-23,2021.68,2063.96,1983.18,2019.26,1860
BPCL,2020-06-24,2035.91,2069.72,2009.79,2029.3,1593
BPCL,2020-06-25,2028.06,2037.7,2024.7,2028.58,3317
BPCL,2020-06-28,1998.93,2028.27,1969.6,1999.85,10
BPCL,2020-06-29,2007.34,2049.35,1987.8,2003.07,2184
BPCL,2020-06-30,1993.94,2032.34,1944.34,1988.51,1790
BPCL,2020-07-01,1943.38,2005.78,1851.02,1939.04,2744
BPCL,2020-07-02,1932.51,2000.56,1897.61,1934.31,2356
BPCL,2020-07-05,1898.48,1907.16,1868.56,1897.32,1058
BPCL,2020-07-06,1840.92,1864.39,1834.75,1850.2,1590
BPCL,2020-07-07,1905.73,1919.66,1889.5,1908.48,2067
BPCL,2020-07-08,1924.72,1931.82,1875.22,1921.53,2149
BPCL,2020-07-09,1899.6,1943.55,1898.73,1902.31,3309
BPCL,2020-07-12,1887.72,1923.66,1837.47,1891.7,1552
BPCL,2020-07-13,1871.34,1968.58,1862.15,1865.7,1682
BPCL,2020-07-14,1834.47,1853.0,1817.94,1831.07,400
BPCL,2020-07-15,1779.78,1798.12,1735.84,1782.31,1059
BPCL,2020-07-16,1801.76,1802.58,1765.71,1801.32,3088
BPCL,2020-07-19,1813.99,1821.48,1775.75,1810.13,1008
BPCL,2020-07-20,1795.64,1848.85,1773.34,1793.56,1613
BPCL,2020-07-21,1759.48,1775.3,1747.98,1765.64,1408
BPCL,2020-07-22,1757.14,1768.22,1714.1,1761.63,3237
BPCL,2020-07-23,1774.83,1795.42,1738.74,1780.65,2634
BPCL,2020-07-26,1782.53,1806.09,1739.55,1775.18,2571
BPCL,2020-07-27,1806.9,1812.2,1793.45,1806.11,2954
BPCL,2020-07-28,1765.72,1819.03,1715.01,1754.26,1355
BPCL,2020-07-29,1746.49,1776.02,1714.77,1748.9,1173
BPCL,2020-07-30,1712.88,1768.02,1686.44,1712.82,1500
BPCL,2020-08-02,1698.25,1717.64,1692.78,1703.65,2230
BPCL,2020-08-03,1732.13,1763.73,1731.94,1733.07,2712
BPCL,2020-08-04,1722.18,1734.71,1669.75,1729.45,1377
BPCL,2020-08-05,1741.39,1775.15,1717.61,1741.51,1107
BPCL,2020-08-06,1696.27,1715.95,1661.45,1695.69,2034
BPCL,2020-08-09,1735.65,1763.96,1642.51,1741.48,1593
BPCL,2020-08-10,1741.25,1769.93,1726.89,1740.91,2868
BPCL,2020-08-11,1721.96,1755.66,1716.32,1730.1,2530
BPCL,2020-08-12,1710.48,1723.26,1702.92,1715.17,2340
BPCL,2020-08-13,1706.87,1728.73,1698.62,1705.37,635
BPCL,2020-08-16,1710.39,1718.4,1669.0,1704.02,2214
BPCL,2020-08-17,1713.47,1723.86,1691.05,1721.14,2590
BPCL,2020-08-18,1779.39,1808.23,1757.66,1782.09,1935
BPCL,2020-08-19,1759.81,1770.19,1749.03,1756.14,1511
BPCL,2020-08-20,1765.06,1769.86,1741.02,1761.33,1060
BPCL,2020-08-23,1701.67,1717.97,1689.71,1697.67,2179
BPCL,2020-08-24,1667.35,1680.57,1616.61,1672.07,1336
BPCL,2020-08-25,1695.9,1728.31,1669.57,1690.86,3394
BPCL,2020-08-26,1698.04,1717.55,1672.88,1694.06,1750
BPCL,2020-08-27,1647.56,1651.9,1616.88,1643.24,1945
BPCL,2020-08-30,1624.9,1657.01,1603.61,1624.85,3224
BPCL,2020-08-31,1592.15,1601.03,1569.29,1590.24,1231
BPCL,2020-09-01,1600.72,1654.44,1553.14,1593.6,1972
BPCL,2020-09-02,1568.31,1575.21,1545.64,1567.55,1746
BPCL,2020-09-03,1534.33,1569.15,1507.3,1531.99,3175
BPCL,2020-09-06,1560.86,1598.37,1520.75,1559.63,2185
BPCL,2020-09-07,1551.95,1569.63,1543.25,1554.49,1440
BPCL,2020-09-08,1549.59,1563.27,1533.91,1547.23,1996
BPCL,2020-09-09,1551.4,1580.7,1533.15,1545.72,1377
BPCL,2020-09-10,1519.57,1584.71,1497.64,1520.16,2040
BPCL,2020-09-13,1498.25,1520.71,1487.82,1497.89,1605
BPCL,2020-09-14,1447.05,1459.77,1416.43,1446.99,1755
BPCL,2020-09-15,1418.39,1421.02,1394.6,1413.15,2012
BPCL,2020-09-16,1421.92,1446.1,1409.37,1421.31,2253
BPCL,2020-09-17,1431.54,1433.75,1430.19,1430.62,2300
BPCL,2020-09-20,1417.17,1436.86,1407.58,1422.59,1496
BPCL,2020-09-21,1446.24,1448.02,1407.71,1440.51,1405
BPCL,2020-09-22,1408.09,1417.0,1380.48,1403.09,1991
BPCL,2020-09-23,1411.01,1422.91,1387.89,1413.0,2370
BPCL,2020-09-24,1422.76,1434.95,1398.8,1422.06,1724
BPCL,2020-09-27,1451.59,1451.97,1446.28,1447.75,2429
BPCL,2020-09-28,1403.57,1416.35,1392.39,1403.84,1765
BPCL,2020-09-29,1421.66,1435.16,1403.27,1421.74,2770
BPCL,2020-09-30,1448.46,1485.45,1399.44,1454.96,3587
BPCL,2020-10-01,1448.78,1473.88,1445.73,1448.29,2403
BPCL,2020-10-04,1425.79,1488.79,1368.79,1431.0,1462
BPCL,2020-10-05,1463.78,1489.0,1446.33,1462.85,2293
BPCL,2020-10-06,1485.56,1521.9,1436.31,1488.63,2532
BPCL,2020-10-07,1513.94,1523.73,1510.56,1518.1,1775
BPCL,2020-10-08,1475.39,1477.58,1459.52,1473.19,2053
BPCL,2020-10-11,1417.75,1430.54,1412.78,1419.74,3277
BPCL,2020-10-12,1435.9,1445.05,1430.28,1432.92,2760
BPCL,2020-10-13,1439.52,1446.04,1418.12,1436.11,2295
BPCL,2020-10-14,1452.87,1454.91,1451.88,1454.7,2520
BPCL,2020-10-15,1531.33,1535.63,1510.67,1524.57,2220
BPCL,2020-10-18,1648.44,1665.14,1643.72,1647.52,1202
BPCL,2020-10-19,1620.15,1621.51,1609.16,1619.38,1597
BPCL,2020-10-20,1592.65,1600.52,1569.89,1593.47,1774
BPCL,2020-10-21,1618.26,1627.77,1585.11,1613.43,3009
BPCL,2020-10-22,1605.23,1616.6,1592.62,1608.62,2331
BPCL,2020-10-25,1628.62,1672.86,1600.27,1633.49,3058
BPCL,2020-10-26,1577.57,1613.83,1549.52,1577.08,2568
BPCL,2020-10-27,1561.37,1580.92,1556.73,1559.26,2373
BPCL,2020-10-28,1588.49,1589.01,1555.11,1581.5,426
BPCL,2020-10-29,1537.59,1598.24,1534.17,1542.85,1098
BPCL,2020-11-01,1534.67,1549.21,1511.11,1523.27,2846
BPCL,2020-11-02,1510.32,1527.58,1447.48,1518.55,2068
BPCL,2020-11-03,1553.96,1616.26,1485.32,1550.89,2809
BPCL,2020-11-04,1580.58,1601.47,1567.44,1573.57,1562
BPCL,2020-11-05,1552.15,1554.16,1541.08,1550.42,1824
BPCL,2020-11-08,1533.9,1535.87,1521.74,1532.07,2036
BPCL,2020-11-09,1545.12,1605.53,1534.62,1546.57,3027
BPCL,2020-11-10,1520.48,1535.68,1503.24,1524.79,2048
BPCL,2020-11-11,1530.11,1533.9,1517.45,1528.19,2223
BPCL,2020-11-12,1572.31,1573.62,1542.08,1572.32,1560
BPCL,2020-11-15,1575.63,1598.18,1552.09,1578.89,2591
BPCL,2020-11-16,1538.82,1547.66,1537.95,1545.82,2182
BPCL,2020-11-17,1625.43,1630.1,1609.36,1628.88,598
BPCL,2020-11-18,1626.07,1635.54,1617.73,1631.68,2871
BPCL,2020-11-19,1653.43,1655.52,1647.94,1649.41,1647
BPCL,2020-11-22,1649.85,1719.4,1597.86,1651.29,1044
BPCL,2020-11-23,1610.29,1644.82,1570.21,1614.71,1605
BPCL,2020-11-24,1577.86,1610.32,1559.99,1582.45,2061
BPCL,2020-11-25,1570.21,1577.48,1566.57,1568.19,2028
BPCL,2020-11-26,1561.94,1565.19,1552.76,1562.88,1924
BPCL,2020-11-29,1541.16,1566.21,1537.61,1539.46,1962
BPCL,2020-11-30,1492.41,1497.71,1487.15,1496.74,1042
BPCL,2020-12-01,1497.14,1511.73,1484.21,1492.11,2694
BPCL,2020-12-02,1517.04,1529.9,1486.63,1508.35,2259
BPCL,2020-12-03,1504.85,1522.63,1494.17,1515.17,696
BPCL,2020-12-06,1509.92,1554.08,1506.69,1510.66,2114
BPCL,2020-12-07,1504.64,1512.44,1400.75,1502.66,1548
BPCL,2020-12-08,1453.24,1464.49,1449.54,1456.35,1852
BPCL,2020-12-09,1509.08,1515.57,1493.94,1501.46,2750
BPCL,2020-12-10,1482.89,1485.52,1474.34,1483.59,3058
BPCL,2020-12-13,1472.11,1518.03,1467.5,1480.02,1206
BPCL,2020-12-14,1468.44,1481.22,1462.64,1471.57,2004
BPCL,2020-12-15,1483.23,1540.32,1446.39,1478.81,1445
BPCL,2020-12-16,1497.59,1529.89,1476.37,1501.39,709
BPCL,2020-12-17,1521.05,1536.92,1505.16,1516.7,1333
BPCL,2020-12-20,1495.65,1498.93,1471.75,1496.55,3432
BPCL,2020-12-21,1484.6,1520.36,1440.82,1488.68,1901
BPCL,2020-12-22,1465.78,1524.29,1449.08,1479.8,2443
BPCL,2020-12-23,1528.49,1563.83,1493.26,1523.58,1555
BPCL,2020-12-24,1527.88,1562.82,1488.73,1532.92,1831
BPCL,2020-12-27,1582.39,1586.81,1580.47,1583.08,2420
BPCL,2020-12-28,1603.21,1613.06,1590.04,1597.93,2549
BPCL,2020-12-29,1596.64,1604.28,1592.8,1594.69,1250
BPCL,2020-12-30,1681.98,1730.53,1662.3,1669.41,1217
BPCL,2020-12-31,1669.14,1684.01,1641.66,1674.29,3140
BPCL,2021-01-03,1603.45,1631.57,1589.46,1612.58,2281
BPCL,2021-01-04,1582.02,1591.01,1567.81,1583.84,2283
BPCL,2021-01-05,1593.33,1619.45,1580.09,1593.39,2021
BPCL,2021-01-06,1677.16,1698.49,1675.45,1676.18,1584
BPCL,2021-01-07,1673.7,1694.77,1671.62,1678.76,1787
BPCL,2021-01-10,1701.53,1706.87,1692.11,1705.99,1830
BPCL,2021-01-11,1775.66,1787.27,1748.02,1782.39,2355
BPCL,2021-01-12,1634.88,1640.54,1626.08,1635.27,3567
BPCL,2021-01-13,1602.69,1606.84,1575.61,1604.45,1490
BPCL,2021-01-14,1591.42,1657.11,1573.03,1596.89,2149
BPCL,2021-01-17,1566.67,1596.28,1540.22,1565.09,1419
BPCL,2021-01-18,1404.84,1409.55,1392.7,1401.85,875
BPCL,2021-01-19,1381.79,1402.2,1336.72,1380.53,877
BPCL,2021-01-20,1381.84,1386.1,1376.97,1381.5,1435
BPCL,2021-01-21,1394.46,1424.83,1381.53,1390.3,1284
BPCL,2021-01-24,1409.04,1418.91,1407.78,1415.0,3176
BPCL,2021-01-25,1397.57,1413.64,1385.99,1396.27,2296
BPCL,2021-01-26,1406.05,1437.2,1402.35,1411.03,2071
BPCL,2021-01-27,1404.95,1419.08,1400.81,1405.36,2548
BPCL,2021-01-28,1417.35,1438.64,1388.6,1402.62,2718
BPCL,2021-01-31,1428.86,1450.22,1413.9,1432.55,1153
BPCL,2021-02-01,1415.39,1427.97,1402.26,1411.09,2653
BPCL,2021-02-02,1444.54,1456.0,1435.69,1445.52,3158
BPCL,2021-02-03,1438.65,1453.18,1427.68,1430.58,691
BPCL,2021-02-04,1412.14,1467.89,1360.23,1413.92,1367
BPCL,2021-02-07,1364.27,1376.61,1323.44,1365.24,2514
BPCL,2021-02-08,1350.69,1368.84,1345.38,1358.99,2106
BPCL,2021-02-09,1345.68,1366.86,1334.64,1351.72,2336
BPCL,2021-02-10,1333.82,1345.48,1309.62,1332.6,1716
BPCL,2021-02-11,1315.87,1323.38,1309.45,1322.8,1952
BPCL,2021-02-14,1383.74,1389.45,1365.61,1383.39,2642
BPCL,2021-02-15,1394.94,1409.43,1391.69,1407.57,1487
BPCL,2021-02-16,1434.91,1452.25,1415.14,1437.54,1347
BPCL,2021-02-17,1434.55,1442.28,1413.12,1431.78,990
BPCL,2021-02-18,1492.57,1506.13,1487.2,1495.81,2650
BPCL,2021-02-21,1519.96,1527.59,1518.18,1520.98,1690
BPCL,2021-02-22,1534.59,1541.03,1526.86,1533.66,1824
BPCL,2021-02-23,1566.95,1569.83,1542.77,1560.01,1306
BPCL,2021-02-24,1569.74,1592.97,1538.74,1566.05,3886
BPCL,2021-02-25,1565.59,1596.71,1540.66,1569.61,1221
BPCL,2021-02-28,1523.93,1527.35,1518.07,1524.69,1866
BPCL,2021-03-01,1550.59,1587.39,1522.62,1552.19,2092
BPCL,2021-03-02,1553.74,1561.13,1541.21,1547.26,1939
BPCL,2021-03-03,1560.47,1574.87,1543.53,1561.9,3341
BPCL,2021-03-04,1421.3,1431.28,1408.47,1427.34,3388
BPCL,2021-03-07,1475.39,1496.55,1446.28,1472.97,2737
BPCL,2021-03-08,1429.8,1455.1,1410.37,1430.19,2093
BPCL,2021-03-09,1398.49,1451.59,1379.05,1399.33,2093
BPCL,2021-03-10,1402.88,1449.71,1397.07,1402.3,2163
BPCL,2021-03-11,1379.73,1385.82,1370.62,1371.78,1284
BPCL,2021-03-14,1435.7,1445.54,1382.37,1428.38,2088
BPCL,2021-03-15,1431.83,1437.55,1428.07,1435.84,1920
BPCL,2021-03-16,1481.07,1498.52,1472.93,1479.79,1237
BPCL,2021-03-17,1468.37,1502.13,1459.2,1464.25,195
BPCL,2021-03-18,1456.56,1469.1,1450.35,1453.36,1038
BPCL,2021-03-21,1466.85,1485.46,1446.3,1463.05,2175
BPCL,2021-03-22,1516.27,1528.87,1509.5,1519.66,1322
BPCL,2021-03-23,1492.04,1522.94,1460.42,1491.56,2369
BPCL,2021-03-24,1484.75,1517.55,1474.87,1486.02,1704
BPCL,2021-03-25,1482.75,1493.37,1471.33,1487.19,1200
BPCL,2021-03-28,1441.66,1444.09,1434.2,1436.47,2528
BPCL,2021-03-29,1439.43,1455.21,1432.89,1434.5,1254
BPCL,2021-03-30,1405.4,1429.11,1369.85,1406.58,2913
BPCL,2021-03-31,1390.78,1413.59,1388.89,1390.85,2471
BPCL,2021-04-01,1393.82,1429.32,1386.2,1395.88,2205
BPCL,2021-04-04,1385.58,1389.05,1369.66,1389.04,2479
BPCL,2021-04-05,1407.6,1431.45,1404.05,1406.01,2155
BPCL,2021-04-06,1426.74,1435.41,1418.45,1424.49,1119
BPCL,2021-04-07,1410.94,1430.53,1408.37,1410.7,2744
BPCL,2021-04-08,1390.91,1427.89,1382.12,1391.85,1510
BPCL,2021-04-11,1394.9,1433.44,1363.09,1401.38,2394
BPCL,2021-04-12,1426.02,1462.88,1386.54,1420.45,1609
BPCL,2021-04-13,1415.23,1429.51,1353.81,1422.54,2365
BPCL,2021-04-14,1453.63,1520.16,1435.59,1452.02,2114
BPCL,2021-04-15,1429.64,1456.47,1392.72,1430.64,1909
BPCL,2021-04-18,1440.07,1490.61,1420.21,1431.27,2236
BPCL,2021-04-19,1419.04,1472.21,1397.76,1422.77,1500
BPCL,2021-04-20,1432.89,1459.94,1397.84,1427.9,1616
BPCL,2021-04-21,1374.59,1382.66,1341.87,1370.59,2163
BPCL,2021-04-22,1397.15,1434.03,1372.45,1394.48,1283
BPCL,2021-04-25,1400.16,1423.49,1361.18,1402.06,2025
BPCL,2021-04-26,1348.56,1356.9,1348.44,1351.39,2560
BPCL,2021-04-27,1371.81,1386.97,1352.71,1369.9,1440
BPCL,2021-04-28,1359.19,1367.05,1349.55,1362.5,1712
BPCL,2021-04-29,1383.65,1420.4,1350.59,1386.95,1985
BPCL,2021-05-02,1435.23,1452.91,1419.2,1427.79,1727
BPCL,2021-05-03,1416.7,1423.29,1399.01,1421.08,3317
BPCL,2021-05-04,1456.16,1473.11,1424.62,1456.68,3559
BPCL,2021-05-05,1442.05,1447.24,1440.53,1443.88,3326
BPCL,2021-05-06,1468.5,1542.98,1438.49,1464.51,3275
BPCL,2021-05-09,1451.25,1460.0,1434.65,1453.32,2228
BPCL,2021-05-10,1466.63,1519.33,1466.54,1466.83,2061
BPCL,2021-05-11,1484.43,1510.43,1456.15,1484.23,2918
BPCL,2021-05-12,1513.77,1545.51,1508.78,1508.8,1759
BPCL,2021-05-13,1510.65,1525.87,1494.27,1507.24,1231
BPCL,2021-05-16,1554.92,1565.87,1522.31,1562.33,3060
BPCL,2021-05-17,1572.22,1654.41,1502.9,1568.86,1384
BPCL,2021-05-18,1570.95,1584.14,1550.44,1572.51,377
BPCL,2021-05-19,1567.53,1582.74,1566.43,1573.26,966
BPCL,2021-05-20,1607.8,1620.64,1584.98,1606.87,1401
BPCL,2021-05-23,1631.11,1653.49,1622.86,1630.01,2245
BPCL,2021-05-24,1629.95,1659.19,1615.38,1625.13,1694
BPCL,2021-05-25,1665.91,1718.88,1630.13,1666.16,1573
BPCL,2021-05-26,1717.7,1755.53,1668.57,1712.94,2533
BPCL,2021-05-27,1692.49,1722.18,1667.76,1693.27,1985
BPCL,2021-05-30,1733.55,1751.39,1725.46,1738.45,1522
BPCL,2021-05-31,1732.26,1767.77,1710.27,1725.07,3348
BPCL,2021-06-01,1667.0,1677.9,1665.19,1672.87,3103
BPCL,2021-06-02,1681.78,1695.64,1664.73,1687.74,2400
BPCL,2021-06-03,1677.8,1686.17,1669.74,1679.41,2021
BPCL,2021-06-06,1679.66,1771.88,1643.31,1685.57,2556
BPCL,2021-06-07,1700.55,1704.98,1688.04,1703.49,147
BPCL,2021-06-08,1724.1,1762.65,1685.56,1725.54,1285
BPCL,2021-06-09,1660.1,1669.66,1647.24,1663.63,1645
BPCL,2021-06-10,1695.78,1719.93,1651.48,1705.74,2017
BPCL,2021-06-13,1719.7,1726.53,1709.95,1718.21,1875
BPCL,2021-06-14,1713.82,1743.0,1706.3,1716.32,1678
BPCL,2021-06-15,1729.54,1732.73,1722.37,1725.92,1381
BPCL,2021-06-16,1723.56,1738.04,1688.66,1725.91,1814
BPCL,2021-06-17,1728.58,1760.4,1719.57,1730.57,4016
BPCL,2021-06-20,1745.56,1756.99,1722.14,1746.5,1365
BPCL,2021-06-21,1807.73,1821.85,1771.21,1801.29,2106
BPCL,2021-06-22,1830.17,1831.46,1804.41,1823.87,1423
BPCL,2021-06-23,1878.09,1896.19,1853.29,1871.65,1363
BPCL,2021-06-24,1872.61,1920.87,1862.7,1867.71,2270
BPCL,2021-06-27,1874.15,1888.11,1847.81,1869.0,1945
BPCL,2021-06-28,1824.95,1831.2,1794.29,1829.51,451
BPCL,2021-06-29,1863.24,1872.13,1840.19,1866.69,3553
BPCL,2021-06-30,1912.64,1956.23,1882.0,1905.09,3409
BPCL,2021-07-01,1946.91,1979.33,1888.87,1944.1,2252
BPCL,2021-07-04,1945.35,1992.35,1923.58,1949.77,408
BPCL,2021-07-05,1967.69,1978.75,1947.67,1967.62,1425
BPCL,2021-07-06,2016.84,2058.95,1931.57,2014.09,1686
BPCL,2021-07-07,2043.26,2066.01,1997.39,2040.87,282
BPCL,2021-07-08,2042.64,2052.29,2001.55,2041.33,1826
BPCL,2021-07-11,2052.64,2071.38,2037.37,2047.48,3069
BPCL,2021-07-12,2083.69,2105.5,2054.03,2084.57,2009
BPCL,2021-07-13,2049.95,2070.73,2037.14,2050.42,1388
BPCL,2021-07-14,2029.32,2039.67,2025.8,2032.19,712
